,1,2,3,4,5
24411,0,0,0,0,0
24412,0,0,0,0,0
24413,0,0,0,0,0
24414,0,0,0,0,0
24415,0,0,0,0,0
24421,0,0,0,0,0
24422,0,0,0,0,0
24423,0,0,0,0,0
24424,0,0,0,0,0
24425,0,0,0,0,0
24431,0,0,0,0,0
24432,0,0,0,0,0
24433,0,0,0,0,0
24434,0,0,0,0,0
24435,0,0,0,0,0
24441,0,0,0,0,0
24442,0,0,0,0,0
24443,0,0,0,0,0
24444,0,0,0,0,0
24445,0,0,0,0,0
24451,0,0,0,0,0
24452,0,0,0,0,0
24453,0,0,0,0,0
24454,0,0,0,0,0
24455,0,0,0,0,0
24511,0,0,0,0,0
24512,0,0,0,0,0
24513,0,0,0,0,0
24514,0,0,0,0,0
24515,0,0,0,0,0
24521,0,0,0,0,0
24522,0,0,0,0,0
24523,0,0,0,0,0
24524,0,0,0,0,0
24525,0,0,0,0,0
24531,0,0,0,0,0
24532,0,0,0,0,0
24533,0,0,0,0,0
24534,0,0,0,0,0
24535,0,0,0,0,0
24541,0,0,0,0,0
24542,0,0,0,0,0
24543,0,0,0,0,0
24544,0,0,0,0,0
24545,0,0,0,0,0
24551,0,0,0,0,0
24552,0,0,0,0,0
24553,0,0,0,0,0
24554,0,0,0,0,0
24555,0,0,0,0,0
25111,0,0,0,0,0
25112,0,0,0,0,0
25113,0,0,0,0,0
25114,0,0,0,0,0
25115,0,0,0,0,0
25121,0,0,0,0,0
25122,0,0,0,0,0
25123,0,0,0,0,0
25124,0,0,0,0,0
25125,0,0,0,0,0
25131,0,0,0,0,0
25132,0,0,0,0,0
25133,0,0,0,0,0
25134,0,0,0,0,0
25135,0,0,0,0,0
25141,0,0,0,0,0
25142,0,0,0,0,0
25143,0,0,0,0,0
25144,0,0,0,0,0
25145,0,0,0,0,0
25151,0,0,0,0,0
25152,0,0,0,0,0
25153,0,0,0,0,0
25154,0,0,0,0,0
25155,0,0,0,0,0
25211,0,0,0,0,0
25212,0,0,0,0,0
25213,0,0,0,0,0
25214,0,0,0,0,0
25215,0,0,0,0,0
25221,0,0,0,0,0
25222,0,0,0,0,0
25223,0,0,0,0,0
25224,0,0,0,0,0
25225,0,0,0,0,0
25231,0,0,0,0,0
25232,0,0,0,0,0
25233,0,0,0,0,0
25234,0,0,0,0,0
25235,0,0,0,0,0
25241,0,0,0,0,0
25242,0,0,0,0,0
25243,0,0,0,0,0
25244,0,0,0,0,0
25245,0,0,0,0,0
25251,0,0,0,0,0
25252,0,0,0,0,0
25253,0,0,0,0,0
25254,0,0,0,0,0
25255,0,0,0,0,0
25311,0,0,0,0,0
25312,0,0,0,0,0
25313,0,0,0,0,0
25314,0,0,0,0,0
25315,0,0,0,0,0
25321,0,0,0,0,0
25322,0,0,0,0,0
25323,0,0,0,0,0
25324,0,0,0,0,0
25325,0,0,0,0,0
25331,0,0,0,0,0
25332,0,0,0,0,0
25333,0,0,0,0,0
25334,0,0,0,0,0
25335,0,0,0,0,0
25341,0,0,0,0,0
25342,0,0,0,0,0
25343,0,0,0,0,0
25344,0,0,0,0,0
25345,0,0,0,0,0
25351,0,0,0,0,0
25352,0,0,0,0,0
25353,0,0,0,0,0
25354,0,0,0,0,0
25355,0,0,0,0,0
25411,0,0,0,0,0
25412,0,0,0,0,0
25413,0,0,0,0,0
25414,0,0,0,0,0
25415,0,0,0,0,0
25421,0,0,0,0,0
25422,0,0,0,0,0
25423,0,0,0,0,0
25424,0,0,0,0,0
25425,0,0,0,0,0
25431,0,0,0,0,0
25432,0,0,0,0,0
25433,0,0,0,0,0
25434,0,0,0,0,0
25435,0,0,0,0,0
25441,0,0,0,0,0
25442,0,0,0,0,0
25443,0,0,0,0,0
25444,0,0,0,0,0
25445,0,0,0,0,0
25451,0,0,0,0,0
25452,0,0,0,0,0
25453,0,0,0,0,0
25454,0,0,0,0,0
25455,0,0,0,0,0
25511,0,0,0,0,0
25512,0,0,0,0,0
25513,0,0,0,0,0
25514,0,0,0,0,0
25515,0,0,0,0,0
25521,0,0,0,0,0
25522,0,0,0,0,0
25523,0,0,0,0,0
25524,0,0,0,0,0
25525,0,0,0,0,0
25531,0,0,0,0,0
25532,0,0,0,0,0
25533,0,0,0,0,0
25534,0,0,0,0,0
25535,0,0,0,0,0
25541,0,0,0,0,0
25542,0,0,0,0,0
25543,0,0,0,0,0
25544,0,0,0,0,0
25545,0,0,0,0,0
25551,0,0,0,0,0
25552,0,0,0,0,0
25553,0,0,0,0,0
25554,0,0,0,0,0
25555,0,0,0,0,0
31111,0,0,0,0,0
31112,0,0,0,0,0
31113,0,0,0,0,0
31114,0,0,0,0,0
31115,0,0,0,0,0
31121,0,0,0,0,0
31122,0,0,0,0,0
31123,0,0,0,0,0
31124,0,0,0,0,0
31125,0,0,0,0,0
31131,0,0,0,0,0
31132,0,0,0,0,0
31133,0,0,0,0,0
31134,0,0,0,0,0
31135,0,0,0,0,0
31141,0,0,0,0,0
31142,0,0,0,0,0
31143,0,0,0,0,0
31144,0,0,0,0,0
31145,0,0,0,0,0
31151,0,0,0,0,0
31152,0,0,0,0,0
31153,0,0,0,0,0
31154,0,0,0,0,0
31155,0,0,0,0,0
31211,0,0,0,0,0
31212,0,0,0,0,0
31213,0,0,0,0,0
31214,0,0,0,0,0
31215,0,0,0,0,0
31221,0,0,0,0,0
31222,0,0,0,0,0
31223,0,0,0,0,0
31224,0,0,0,0,0
31225,0,0,0,0,0
31231,0,0,0,0,0
31232,0,0,0,0,0
31233,0,0,0,0,0
31234,0,0,0,0,0
31235,0,0,0,0,0
31241,0,0,0,0,0
31242,0,0,0,0,0
31243,0,0,0,0,0
31244,0,0,0,0,0
31245,0,0,0,0,0
31251,0,0,0,0,0
31252,0,0,0,0,0
31253,0,0,0,0,0
31254,0,0,0,0,0
31255,0,0,0,0,0
31311,0,0,0,0,0
31312,0,0,0,0,0
31313,0,0,0,0,0
31314,0,0,0,0,0
31315,0,0,0,0,0
31321,0,0,0,0,0
31322,0,0,0,0,0
31323,0,0,0,0,0
31324,0,0,0,0,0
31325,0,0,0,0,0
31331,0,0,0,0,0
31332,0,0,0,0,0
31333,0,0,0,0,0
31334,0,0,0,0,0
31335,0,0,0,0,0
31341,0,0,0,0,0
31342,0,0,0,0,0
31343,0,0,0,0,0
31344,0,0,0,0,0
31345,0,0,0,0,0
31351,0,0,0,0,0
31352,0,0,0,0,0
31353,0,0,0,0,0
31354,0,0,0,0,0
31355,0,0,0,0,0
31411,0,0,0,0,0
31412,0,0,0,0,0
31413,0,0,0,0,0
31414,0,0,0,0,0
31415,0,0,0,0,0
31421,0,0,0,0,0
31422,0,0,0,0,0
31423,0,0,0,0,0
31424,0,0,0,0,0
31425,0,0,0,0,0
31431,0,0,0,0,0
31432,0,0,0,0,0
31433,0,0,0,0,0
31434,0,0,0,0,0
31435,0,0,0,0,0
31441,0,0,0,0,0
31442,0,0,0,0,0
31443,0,0,0,0,0
31444,0,0,0,0,0
31445,0,0,0,0,0
31451,0,0,0,0,0
31452,0,0,0,0,0
31453,0,0,0,0,0
31454,0,0,0,0,0
31455,0,0,0,0,0
31511,0,0,0,0,0
31512,0,0,0,0,0
31513,0,0,0,0,0
31514,0,0,0,0,0
31515,0,0,0,0,0
31521,0,0,0,0,0
31522,0,0,0,0,0
31523,0,0,0,0,0
31524,0,0,0,0,0
31525,0,0,0,0,0
31531,0,0,0,0,0
31532,0,0,0,0,0
31533,0,0,0,0,0
31534,0,0,0,0,0
31535,0,0,0,0,0
31541,0,0,0,0,0
31542,0,0,0,0,0
31543,0,0,0,0,0
31544,0,0,0,0,0
31545,0,0,0,0,0
31551,0,0,0,0,0
31552,0,0,0,0,0
31553,0,0,0,0,0
31554,0,0,0,0,0
31555,0,0,0,0,0
32111,0,0,0,0,0
32112,0,0,0,0,0
32113,0,0,0,0,0
32114,0,0,0,0,0
32115,0,0,0,0,0
32121,0,0,0,0,0
32122,0,0,0,0,0
32123,0,0,0,0,0
32124,0,0,0,0,0
32125,0,0,0,0,0
32131,0,0,0,0,0
32132,0,0,0,0,0
32133,0,0,0,0,0
32134,0,0,0,0,0
32135,0,0,0,0,0
32141,0,0,0,0,0
32142,0,0,0,0,0
32143,0,0,0,0,0
32144,0,0,0,0,0
32145,0,0,0,0,0
32151,0,0,0,0,0
32152,0,0,0,0,0
32153,0,0,0,0,0
32154,0,0,0,0,0
32155,0,0,0,0,0
32211,0,0,0,0,0
32212,0,0,0,0,0
32213,0,0,0,0,0
32214,0,0,0,0,0
32215,0,0,0,0,0
32221,0,0,0,0,0
32222,0,0,0,0,0
32223,0,0,0,0,0
32224,0,0,0,0,0
32225,0,0,0,0,0
32231,0,0,0,0,0
32232,0,0,0,0,0
32233,0,0,0,0,0
32234,0,0,0,0,0
32235,0,0,0,0,0
32241,0,0,0,0,0
32242,0,0,0,0,0
32243,0,0,0,0,0
32244,0,0,0,0,0
32245,0,0,0,0,0
32251,0,0,0,0,0
32252,0,0,0,0,0
32253,0,0,0,0,0
32254,0,0,0,0,0
32255,0,0,0,0,0
32311,0,0,0,0,0
32312,0,0,0,0,0
32313,0,0,0,0,0
32314,0,0,0,0,0
32315,0,0,0,0,0
32321,0,0,0,0,0
32322,0,0,0,0,0
32323,0,0,0,0,0
32324,0,0,0,0,0
32325,0,0,0,0,0
32331,0,0,0,0,0
32332,0,0,0,0,0
32333,0,0,0,0,0
32334,0,0,0,0,0
32335,0,0,0,0,0
32341,0,0,0,0,0
32342,0,0,0,0,0
32343,0,0,0,0,0
32344,0,0,0,0,0
32345,0,0,0,0,0
32351,0,0,0,0,0
32352,0,0,0,0,0
32353,0,0,0,0,0
32354,0,0,0,0,0
32355,0,0,0,0,0
32411,0,0,0,0,0
32412,0,0,0,0,0
32413,0,0,0,0,0
32414,0,0,0,0,0
32415,0,0,0,0,0
32421,0,0,0,0,0
32422,0,0,0,0,0
32423,0,0,0,0,0
32424,0,0,0,0,0
32425,0,0,0,0,0
32431,0,0,0,0,0
32432,0,0,0,0,0
32433,0,0,0,0,0
32434,0,0,0,0,0
32435,0,0,0,0,0
32441,0,0,0,0,0
32442,0,0,0,0,0
32443,0,0,0,0,0
32444,0,0,0,0,0
32445,0,0,0,0,0
32451,0,0,0,0,0
32452,0,0,0,0,0
32453,0,0,0,0,0
32454,0,0,0,0,0
32455,0,0,0,0,0
32511,0,0,0,0,0
32512,0,0,0,0,0
32513,0,0,0,0,0
32514,0,0,0,0,0
32515,0,0,0,0,0
32521,0,0,0,0,0
32522,0,0,0,0,0
32523,0,0,0,0,0
32524,0,0,0,0,0
32525,0,0,0,0,0
32531,0,0,0,0,0
32532,0,0,0,0,0
32533,0,0,0,0,0
32534,0,0,0,0,0
32535,0,0,0,0,0
32541,0,0,0,0,0
32542,0,0,0,0,0
32543,0,0,0,0,0
32544,0,0,0,0,0
32545,0,0,0,0,0
32551,0,0,0,0,0
32552,0,0,0,0,0
32553,0,0,0,0,0
32554,0,0,0,0,0
32555,0,0,0,0,0
33111,0,0,0,0,0
33112,0,0,0,0,0
33113,0,0,0,0,0
33114,0,0,0,0,0
33115,0,0,0,0,0
33121,0,0,0,0,0
33122,0,0,0,0,0
33123,0,0,0,0,0
33124,0,0,0,0,0
33125,0,0,0,0,0
33131,0,0,0,0,0
33132,0,0,0,0,0
33133,0,0,0,0,0
33134,0,0,0,0,0
33135,0,0,0,0,0
33141,0,0,0,0,0
33142,0,0,0,0,0
33143,0,0,0,0,0
33144,0,0,0,0,0
33145,0,0,0,0,0
33151,0,0,0,0,0
33152,0,0,0,0,0
33153,0,0,0,0,0
33154,0,0,0,0,0
33155,0,0,0,0,0
33211,0,0,0,0,0
33212,0,0,0,0,0
33213,0,0,0,0,0
33214,0,0,0,0,0
33215,0,0,0,0,0
33221,0,0,0,0,0
33222,0,0,0,0,0
33223,0,0,0,0,0
33224,0,0,0,0,0
33225,0,0,0,0,0
33231,0,0,0,0,0
33232,0,0,0,0,0
33233,0,0,0,0,0
33234,0,0,0,0,0
33235,0,0,0,0,0
33241,0,0,0,0,0
33242,0,0,0,0,0
33243,0,0,0,0,0
33244,0,0,0,0,0
33245,0,0,0,0,0
33251,0,0,0,0,0
33252,0,0,0,0,0
33253,0,0,0,0,0
33254,0,0,0,0,0
33255,0,0,0,0,0
33311,0,0,0,0,0
33312,0,0,0,0,0
33313,0,0,0,0,0
33314,0,0,0,0,0
33315,0,0,0,0,0
33321,0,0,0,0,0
33322,0,0,0,0,0
33323,0,0,0,0,0
33324,0,0,0,0,0
33325,0,0,0,0,0
33331,0,0,0,0,0
33332,0,0,0,0,0
33333,0,0,0,0,0
33334,0,0,0,0,0
33335,0,0,0,0,0
33341,0,0,0,0,0
33342,0,0,0,0,0
33343,0,0,0,0,0
33344,0,0,0,0,0
33345,0,0,0,0,0
33351,0,0,0,0,0
33352,0,0,0,0,0
33353,0,0,0,0,0
33354,0,0,0,0,0
33355,0,0,0,0,0
33411,0,0,0,0,0
33412,0,0,0,0,0
33413,0,0,0,0,0
33414,0,0,0,0,0
33415,0,0,0,0,0
33421,0,0,0,0,0
33422,0,0,0,0,0
33423,0,0,0,0,0
33424,0,0,0,0,0
33425,0,0,0,0,0
33431,0,0,0,0,0
33432,0,0,0,0,0
33433,0,0,0,0,0
33434,0,0,0,0,0
33435,0,0,0,0,0
33441,0,0,0,0,0
33442,0,0,0,0,0
33443,0,0,0,0,0
33444,0,0,0,0,0
33445,0,0,0,0,0
33451,0,0,0,0,0
33452,0,0,0,0,0
33453,0,0,0,0,0
33454,0,0,0,0,0
33455,0,0,0,0,0
33511,0,0,0,0,0
33512,0,0,0,0,0
33513,0,0,0,0,0
33514,0,0,0,0,0
33515,0,0,0,0,0
33521,0,0,0,0,0
33522,0,0,0,0,0
33523,0,0,0,0,0
33524,0,0,0,0,0
33525,0,0,0,0,0
33531,0,0,0,0,0
33532,0,0,0,0,0
33533,0,0,0,0,0
33534,0,0,0,0,0
33535,0,0,0,0,0
33541,0,0,0,0,0
33542,0,0,0,0,0
33543,0,0,0,0,0
33544,0,0,0,0,0
33545,0,0,0,0,0
33551,0,0,0,0,0
33552,0,0,0,0,0
33553,0,0,0,0,0
33554,0,0,0,0,0
33555,0,0,0,0,0
34111,0,0,0,0,0
34112,0,0,0,0,0
34113,0,0,0,0,0
34114,0,0,0,0,0
34115,0,0,0,0,0
34121,0,0,0,0,0
34122,0,0,0,0,0
34123,0,0,0,0,0
34124,0,0,0,0,0
34125,0,0,0,0,0
34131,0,0,0,0,0
34132,0,0,0,0,0
34133,0,0,0,0,0
34134,0,0,0,0,0
34135,0,0,0,0,0
34141,0,0,0,0,0
34142,0,0,0,0,0
34143,0,0,0,0,0
34144,0,0,0,0,0
34145,0,0,0,0,0
34151,0,0,0,0,0
34152,0,0,0,0,0
34153,0,0,0,0,0
34154,0,0,0,0,0
34155,0,0,0,0,0
34211,0,0,0,0,0
34212,0,0,0,0,0
34213,0,0,0,0,0
34214,0,0,0,0,0
34215,0,0,0,0,0
34221,0,0,0,0,0
34222,0,0,0,0,0
34223,0,0,0,0,0
34224,0,0,0,0,0
34225,0,0,0,0,0
34231,0,0,0,0,0
34232,0,0,0,0,0
34233,0,0,0,0,0
34234,0,0,0,0,0
34235,0,0,0,0,0
34241,0,0,0,0,0
34242,0,0,0,0,0
34243,0,0,0,0,0
34244,0,0,0,0,0
34245,0,0,0,0,0
34251,0,0,0,0,0
34252,0,0,0,0,0
34253,0,0,0,0,0
34254,0,0,0,0,0
34255,0,0,0,0,0
34311,0,0,0,0,0
34312,0,0,0,0,0
34313,0,0,0,0,0
34314,0,0,0,0,0
34315,0,0,0,0,0
34321,0,0,0,0,0
34322,0,0,0,0,0
34323,0,0,0,0,0
34324,0,0,0,0,0
34325,0,0,0,0,0
34331,0,0,0,0,0
34332,0,0,0,0,0
34333,0,0,0,0,0
34334,0,0,0,0,0
34335,0,0,0,0,0
34341,0,0,0,0,0
34342,0,0,0,0,0
34343,0,0,0,0,0
34344,0,0,0,0,0
34345,0,0,0,0,0
34351,0,0,0,0,0
34352,0,0,0,0,0
34353,0,0,0,0,0
34354,0,0,0,0,0
34355,0,0,0,0,0
34411,0,0,0,0,0
34412,0,0,0,0,0
34413,0,0,0,0,0
34414,0,0,0,0,0
34415,0,0,0,0,0
34421,0,0,0,0,0
34422,0,0,0,0,0
34423,0,0,0,0,0
34424,0,0,0,0,0
34425,0,0,0,0,0
34431,0,0,0,0,0
34432,0,0,0,0,0
34433,0,0,0,0,0
34434,0,0,0,0,0
34435,0,0,0,0,0
34441,0,0,0,0,0
34442,0,0,0,0,0
34443,0,0,0,0,0
34444,0,0,0,0,0
34445,0,0,0,0,0
34451,0,0,0,0,0
34452,0,0,0,0,0
34453,0,0,0,0,0
34454,0,0,0,0,0
34455,0,0,0,0,0
34511,0,0,0,0,0
34512,0,0,0,0,0
34513,0,0,0,0,0
34514,0,0,0,0,0
34515,0,0,0,0,0
34521,0,0,0,0,0
34522,0,0,0,0,0
34523,0,0,0,0,0
34524,0,0,0,0,0
34525,0,0,0,0,0
34531,0,0,0,0,0
34532,0,0,0,0,0
34533,0,0,0,0,0
34534,0,0,0,0,0
34535,0,0,0,0,0
34541,0,0,0,0,0
34542,0,0,0,0,0
34543,0,0,0,0,0
34544,0,0,0,0,0
34545,0,0,0,0,0
34551,0,0,0,0,0
34552,0,0,0,0,0
34553,0,0,0,0,0
34554,0,0,0,0,0
34555,0,0,0,0,0
35111,0,0,0,0,0
35112,0,0,0,0,0
35113,0,0,0,0,0
35114,0,0,0,0,0
35115,0,0,0,0,0
35121,0,0,0,0,0
35122,0,0,0,0,0
35123,0,0,0,0,0
35124,0,0,0,0,0
35125,0,0,0,0,0
35131,0,0,0,0,0
35132,0,0,0,0,0
35133,0,0,0,0,0
35134,0,0,0,0,0
35135,0,0,0,0,0
35141,0,0,0,0,0
35142,0,0,0,0,0
35143,0,0,0,0,0
35144,0,0,0,0,0
35145,0,0,0,0,0
35151,0,0,0,0,0
35152,0,0,0,0,0
35153,0,0,0,0,0
35154,0,0,0,0,0
35155,0,0,0,0,0
35211,0,0,0,0,0
35212,0,0,0,0,0
35213,0,0,0,0,0
35214,0,0,0,0,0
35215,0,0,0,0,0
35221,0,0,0,0,0
35222,0,0,0,0,0
35223,0,0,0,0,0
35224,0,0,0,0,0
35225,0,0,0,0,0
35231,0,0,0,0,0
35232,0,0,0,0,0
35233,0,0,0,0,0
35234,0,0,0,0,0
35235,0,0,0,0,0
35241,0,0,0,0,0
35242,0,0,0,0,0
35243,0,0,0,0,0
35244,0,0,0,0,0
35245,0,0,0,0,0
35251,0,0,0,0,0
35252,0,0,0,0,0
35253,0,0,0,0,0
35254,0,0,0,0,0
35255,0,0,0,0,0
35311,0,0,0,0,0
35312,0,0,0,0,0
35313,0,0,0,0,0
35314,0,0,0,0,0
35315,0,0,0,0,0
35321,0,0,0,0,0
35322,0,0,0,0,0
35323,0,0,0,0,0
35324,0,0,0,0,0
35325,0,0,0,0,0
35331,0,0,0,0,0
35332,0,0,0,0,0
35333,0,0,0,0,0
35334,0,0,0,0,0
35335,0,0,0,0,0
35341,0,0,0,0,0
35342,0,0,0,0,0
35343,0,0,0,0,0
35344,0,0,0,0,0
35345,0,0,0,0,0
35351,0,0,0,0,0
35352,0,0,0,0,0
35353,0,0,0,0,0
35354,0,0,0,0,0
35355,0,0,0,0,0
35411,0,0,0,0,0
35412,0,0,0,0,0
35413,0,0,0,0,0
35414,0,0,0,0,0
35415,0,0,0,0,0
35421,0,0,0,0,0
35422,0,0,0,0,0
35423,0,0,0,0,0
35424,0,0,0,0,0
35425,0,0,0,0,0
35431,0,0,0,0,0
35432,0,0,0,0,0
35433,0,0,0,0,0
35434,0,0,0,0,0
35435,0,0,0,0,0
35441,0,0,0,0,0
35442,0,0,0,0,0
35443,0,0,0,0,0
35444,0,0,0,0,0
35445,0,0,0,0,0
35451,0,0,0,0,0
35452,0,0,0,0,0
35453,0,0,0,0,0
35454,0,0,0,0,0
35455,0,0,0,0,0
35511,0,0,0,0,0
35512,0,0,0,0,0
35513,0,0,0,0,0
35514,0,0,0,0,0
35515,0,0,0,0,0
35521,0,0,0,0,0
35522,0,0,0,0,0
35523,0,0,0,0,0
35524,0,0,0,0,0
35525,0,0,0,0,0
35531,0,0,0,0,0
35532,0,0,0,0,0
35533,0,0,0,0,0
35534,0,0,0,0,0
35535,0,0,0,0,0
35541,0,0,0,0,0
35542,0,0,0,0,0
35543,0,0,0,0,0
35544,0,0,0,0,0
35545,0,0,0,0,0
35551,0,0,0,0,0
35552,0,0,0,0,0
35553,0,0,0,0,0
35554,0,0,0,0,0
35555,0,0,0,0,0
41111,0,0,0,0,0
41112,0,0,0,0,0
41113,0,0,0,0,0
41114,0,0,0,0,0
41115,0,0,0,0,0
41121,0,0,0,0,0
41122,0,0,0,0,0
41123,0,0,0,0,0
41124,0,0,0,0,0
41125,0,0,0,0,0
41131,0,0,0,0,0
41132,0,0,0,0,0
41133,0,0,0,0,0
41134,0,0,0,0,0
41135,0,0,0,0,0
41141,0,0,0,0,0
41142,0,0,0,0,0
41143,0,0,0,0,0
41144,0,0,0,0,0
41145,0,0,0,0,0
41151,0,0,0,0,0
41152,0,0,0,0,0
41153,0,0,0,0,0
41154,0,0,0,0,0
41155,0,0,0,0,0
41211,0,0,0,0,0
41212,0,0,0,0,0
41213,0,0,0,0,0
41214,0,0,0,0,0
41215,0,0,0,0,0
41221,0,0,0,0,0
41222,0,0,0,0,0
41223,0,0,0,0,0
41224,0,0,0,0,0
41225,0,0,0,0,0
41231,0,0,0,0,0
41232,0,0,0,0,0
41233,0,0,0,0,0
41234,0,0,0,0,0
41235,0,0,0,0,0
41241,0,0,0,0,0
41242,0,0,0,0,0
41243,0,0,0,0,0
41244,0,0,0,0,0
41245,0,0,0,0,0
41251,0,0,0,0,0
41252,0,0,0,0,0
41253,0,0,0,0,0
41254,0,0,0,0,0
41255,0,0,0,0,0
41311,0,0,0,0,0
41312,0,0,0,0,0
41313,0,0,0,0,0
41314,0,0,0,0,0
41315,0,0,0,0,0
41321,0,0,0,0,0
41322,0,0,0,0,0
41323,0,0,0,0,0
41324,0,0,0,0,0
41325,0,0,0,0,0
41331,0,0,0,0,0
41332,0,0,0,0,0
41333,0,0,0,0,0
41334,0,0,0,0,0
41335,0,0,0,0,0
41341,0,0,0,0,0
41342,0,0,0,0,0
41343,0,0,0,0,0
41344,0,0,0,0,0
41345,0,0,0,0,0
41351,0,0,0,0,0
41352,0,0,0,0,0
41353,0,0,0,0,0
41354,0,0,0,0,0
41355,0,0,0,0,0
41411,0,0,0,0,0
41412,0,0,0,0,0
41413,0,0,0,0,0
41414,0,0,0,0,0
41415,0,0,0,0,0
41421,0,0,0,0,0
41422,0,0,0,0,0
41423,0,0,0,0,0
41424,0,0,0,0,0
41425,0,0,0,0,0
41431,0,0,0,0,0
41432,0,0,0,0,0
41433,0,0,0,0,0
41434,0,0,0,0,0
41435,0,0,0,0,0
41441,0,0,0,0,0
41442,0,0,0,0,0
41443,0,0,0,0,0
41444,0,0,0,0,0
41445,0,0,0,0,0
41451,0,0,0,0,0
41452,0,0,0,0,0
41453,0,0,0,0,0
41454,0,0,0,0,0
41455,0,0,0,0,0
41511,0,0,0,0,0
41512,0,0,0,0,0
41513,0,0,0,0,0
41514,0,0,0,0,0
41515,0,0,0,0,0
41521,0,0,0,0,0
41522,0,0,0,0,0
41523,0,0,0,0,0
41524,0,0,0,0,0
41525,0,0,0,0,0
41531,0,0,0,0,0
41532,0,0,0,0,0
41533,0,0,0,0,0
41534,0,0,0,0,0
41535,0,0,0,0,0
41541,0,0,0,0,0
41542,0,0,0,0,0
41543,0,0,0,0,0
41544,0,0,0,0,0
41545,0,0,0,0,0
41551,0,0,0,0,0
41552,0,0,0,0,0
41553,0,0,0,0,0
41554,0,0,0,0,0
41555,0,0,0,0,0
42111,0,0,0,0,0
42112,0,0,0,0,0
42113,0,0,0,0,0
42114,0,0,0,0,0
42115,0,0,0,0,0
42121,0,0,0,0,0
42122,0,0,0,0,0
42123,0,0,0,0,0
42124,0,0,0,0,0
42125,0,0,0,0,0
42131,0,0,0,0,0
42132,0,0,0,0,0
42133,0,0,0,0,0
42134,0,0,0,0,0
42135,0,0,0,0,0
42141,0,0,0,0,0
42142,0,0,0,0,0
42143,0,0,0,0,0
42144,0,0,0,0,0
42145,0,0,0,0,0
42151,0,0,0,0,0
42152,0,0,0,0,0
42153,0,0,0,0,0
42154,0,0,0,0,0
42155,0,0,0,0,0
42211,0,0,0,0,0
42212,0,0,0,0,0
42213,0,0,0,0,0
42214,0,0,0,0,0
42215,0,0,0,0,0
42221,0,0,0,0,0
42222,0,0,0,0,0
42223,0,0,0,0,0
42224,0,0,0,0,0
42225,0,0,0,0,0
42231,0,0,0,0,0
42232,0,0,0,0,0
42233,0,0,0,0,0
42234,0,0,0,0,0
42235,0,0,0,0,0
42241,0,0,0,0,0
42242,0,0,0,0,0
42243,0,0,0,0,0
42244,0,0,0,0,0
42245,0,0,0,0,0
42251,0,0,0,0,0
42252,0,0,0,0,0
42253,0,0,0,0,0
42254,0,0,0,0,0
42255,0,0,0,0,0
42311,0,0,0,0,0
42312,0,0,0,0,0
42313,0,0,0,0,0
42314,0,0,0,0,0
42315,0,0,0,0,0
42321,0,0,0,0,0
42322,0,0,0,0,0
42323,0,0,0,0,0
42324,0,0,0,0,0
42325,0,0,0,0,0
42331,0,0,0,0,0
42332,0,0,0,0,0
42333,0,0,0,0,0
42334,0,0,0,0,0
42335,0,0,0,0,0
42341,0,0,0,0,0
42342,0,0,0,0,0
42343,0,0,0,0,0
42344,0,0,0,0,0
42345,0,0,0,0,0
42351,0,0,0,0,0
42352,0,0,0,0,0
42353,0,0,0,0,0
42354,0,0,0,0,0
42355,0,0,0,0,0
42411,0,0,0,0,0
42412,0,0,0,0,0
42413,0,0,0,0,0
42414,0,0,0,0,0
42415,0,0,0,0,0
42421,0,0,0,0,0
42422,0,0,0,0,0
42423,0,0,0,0,0
42424,0,0,0,0,0
42425,0,0,0,0,0
42431,0,0,0,0,0
42432,0,0,0,0,0
42433,0,0,0,0,0
42434,0,0,0,0,0
42435,0,0,0,0,0
42441,0,0,0,0,0
42442,0,0,0,0,0
42443,0,0,0,0,0
42444,0,0,0,0,0
42445,0,0,0,0,0
42451,0,0,0,0,0
42452,0,0,0,0,0
42453,0,0,0,0,0
42454,0,0,0,0,0
42455,0,0,0,0,0
42511,0,0,0,0,0
42512,0,0,0,0,0
42513,0,0,0,0,0
42514,0,0,0,0,0
42515,0,0,0,0,0
42521,0,0,0,0,0
42522,0,0,0,0,0
42523,0,0,0,0,0
42524,0,0,0,0,0
42525,0,0,0,0,0
42531,0,0,0,0,0
42532,0,0,0,0,0
42533,0,0,0,0,0
42534,0,0,0,0,0
42535,0,0,0,0,0
42541,0,0,0,0,0
42542,0,0,0,0,0
42543,0,0,0,0,0
42544,0,0,0,0,0
42545,0,0,0,0,0
42551,0,0,0,0,0
42552,0,0,0,0,0
42553,0,0,0,0,0
42554,0,0,0,0,0
42555,0,0,0,0,0
43111,0,0,0,0,0
43112,0,0,0,0,0
43113,0,0,0,0,0
43114,0,0,0,0,0
43115,0,0,0,0,0
43121,0,0,0,0,0
43122,0,0,0,0,0
43123,0,0,0,0,0
43124,0,0,0,0,0
43125,0,0,0,0,0
43131,0,0,0,0,0
43132,0,0,0,0,0
43133,0,0,0,0,0
43134,0,0,0,0,0
43135,0,0,0,0,0
43141,0,0,0,0,0
43142,0,0,0,0,0
43143,0,0,0,0,0
43144,0,0,0,0,0
43145,0,0,0,0,0
43151,0,0,0,0,0
43152,0,0,0,0,0
43153,0,0,0,0,0
43154,0,0,0,0,0
43155,0,0,0,0,0
43211,0,0,0,0,0
